order,family,Family_common,Subfamily,Tribe,Common.name,Scientific.name,Movement,X2024.IUCN.Red.List.category,if_fao,if_new_infect,if_birdlife_breeding,if_birdlife_nonbreeding,X1,X2,X3,X4,X5,X6.1,X7,X8,X9,X10,X11,X12.,if_movebank,if_birdlife_std,low_season,Flyways,Current.population.trend
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Kerguelen Petrel,Aphrodroma brevirostris,Pelagic,LC,0,NA,TRUE,TRUE,1,1,0,2,2,2,2,1,1,1,1,1,0,0,0,Southern Ocean Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Large Saint Helena Petrel,Pterodroma rupinarum,Pelagic,EX,0,NA,FALSE,FALSE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,White-winged Petrel,Pterodroma leucoptera,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,0,0,0,2,1,0,1,0,"Central and Eastern Pacific Flyway,Southern Ocean Flyway,Western Pacific Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Collared Petrel,Pterodroma brevipes,Pelagic,VU,0,NA,TRUE,TRUE,0,2,1,1,1,1,2,2,2,0,0,0,0,0,0,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Masatierra Petrel,Pterodroma defilippiana,Pelagic,VU,0,NA,TRUE,TRUE,1,1,2,0,0,0,2,1,1,1,1,1,0,0,0,Central and Eastern Pacific Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Stejneger's Petrel,Pterodroma longirostris,Pelagic,VU,0,NA,TRUE,TRUE,1,1,2,0,0,0,0,0,0,0,2,1,1,1,0,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Cook's Petrel,Pterodroma cookii,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,2,1,1,1,1,0,1,0,Central and Eastern Pacific Flyway,Increasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Pycroft's Petrel,Pterodroma pycrofti,Pelagic,VU,0,NA,TRUE,TRUE,1,1,2,2,0,0,0,0,0,2,1,1,0,1,0,Central and Eastern Pacific Flyway,Increasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Bonin Petrel,Pterodroma hypoleuca,Pelagic,LC,0,NA,TRUE,TRUE,1,1,1,1,1,2,0,2,1,1,1,1,0,0,0,"Central and Eastern Pacific Flyway,Western Pacific Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Black-winged Petrel,Pterodroma nigripennis,Pelagic,LC,0,NA,TRUE,TRUE,1,1,1,2,2,0,0,0,0,2,2,1,0,1,0,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Chatham Islands Petrel,Pterodroma axillaris,Pelagic,VU,0,NA,TRUE,TRUE,1,1,2,0,0,0,0,0,0,0,2,1,0,1,0,Central and Eastern Pacific Flyway,Increasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Murphy's Petrel,Pterodroma ultima,Pelagic,LC,0,NA,TRUE,TRUE,1,1,1,2,0,0,2,1,1,1,1,1,0,1,0,Central and Eastern Pacific Flyway,Unknown
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Providence Petrel,Pterodroma solandri,Pelagic,LC,0,NA,TRUE,TRUE,0,2,2,2,1,1,1,1,1,1,2,0,0,1,0,"Central and Eastern Pacific Flyway,Western Pacific Flyway",Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Kermadec Petrel,Pterodroma neglecta,Pelagic,LC,0,NA,TRUE,TRUE,1,1,1,1,1,2,0,0,0,0,2,1,0,1,0,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Trindade Petrel,Pterodroma arminjoniana,Pelagic,VU,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,"Atlantic Flyway,East Indian Ocean Flyway,North Indian Ocean Flyway",Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Herald Petrel,Pterodroma heraldica,Pelagic,LC,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Henderson Petrel,Pterodroma atrata,Pelagic,EN,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Phoenix Petrel,Pterodroma alba,Pelagic,VU,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Barau's Petrel,Pterodroma baraui,Pelagic,EN,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,0,2,2,2,1,0,1,0,East Indian Ocean Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Mottled Petrel,Pterodroma inexpectata,Pelagic,NT,0,NA,TRUE,TRUE,1,1,1,1,2,0,0,0,0,2,1,1,0,1,0,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Hawaiian Petrel,Pterodroma sandwichensis,Pelagic,EN,0,NA,TRUE,TRUE,0,2,1,1,1,1,1,1,1,2,0,0,0,0,0,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Galapagos Petrel,Pterodroma phaeopygia,Pelagic,CR,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,White-necked Petrel,Pterodroma cervicalis,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,1,2,2,0,0,0,2,2,1,0,1,0,"Central and Eastern Pacific Flyway,Western Pacific Flyway",Increasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Juan Fernandez Petrel,Pterodroma externa,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,1,2,2,0,0,0,2,2,1,0,1,0,Central and Eastern Pacific Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Soft-plumaged Petrel,Pterodroma mollis,Pelagic,LC,0,NA,TRUE,TRUE,1,1,1,2,2,0,0,2,2,2,1,1,0,1,0,"Central and Eastern Pacific Flyway,Southern Ocean Flyway",Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Bermuda Petrel,Pterodroma cahow,Pelagic,EN,0,NA,TRUE,TRUE,1,1,1,1,1,2,0,0,0,2,1,1,0,1,0,Atlantic Flyway,Increasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Black-capped Petrel,Pterodroma hasitata,Pelagic,EN,0,NA,TRUE,TRUE,1,1,1,1,1,1,1,2,0,0,2,1,1,1,0,Atlantic Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Jamaican Petrel,Pterodroma caribbaea,Pelagic,CR (PE),0,NA,FALSE,FALSE,1,1,1,1,2,2,0,0,2,1,1,1,0,0,0,Atlantic Flyway,Unknown
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Cape Verde Petrel,Pterodroma feae,Pelagic,NT,0,NA,TRUE,TRUE,2,2,2,2,2,0,2,2,2,2,2,2,0,1,0,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Desertas Petrel,Pterodroma deserta,Pelagic,VU,0,NA,TRUE,TRUE,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Atlantic Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Zino's Petrel,Pterodroma madeira,Pelagic,EN,0,NA,TRUE,TRUE,0,0,0,2,1,1,1,1,1,2,0,0,0,1,0,Atlantic Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Magenta Petrel,Pterodroma magentae,Pelagic,CR,0,NA,TRUE,TRUE,1,1,1,2,2,0,0,0,2,2,1,1,0,1,0,Central and Eastern Pacific Flyway,Increasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Atlantic Petrel,Pterodroma incerta,Pelagic,EN,0,NA,TRUE,TRUE,2,0,2,1,1,1,1,1,1,1,1,1,0,1,0,Atlantic Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,White-headed Petrel,Pterodroma lessonii,Pelagic,LC,0,NA,TRUE,TRUE,1,1,1,1,2,2,0,2,1,1,1,1,0,1,0,Southern Ocean Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Great-winged Petrel,Pterodroma macroptera,Pelagic,LC,1,n,TRUE,TRUE,0,0,0,2,1,1,1,1,1,1,2,0,0,1,0,Southern Ocean Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Grey-faced Petrel,Pterodroma gouldi,Pelagic,LC,0,NA,TRUE,TRUE,0,0,0,2,1,1,1,1,1,1,1,2,0,0,0,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Grey Petrel,Procellaria cinerea,Pelagic,NT,0,NA,TRUE,TRUE,0,2,1,1,1,1,1,1,1,2,2,2,0,1,0,"Central and Eastern Pacific Flyway,Southern Ocean Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,White-chinned Petrel,Procellaria aequinoctialis,Pelagic,VU,1,n,TRUE,TRUE,1,1,1,1,2,0,0,0,0,2,1,1,0,1,0,"Atlantic Flyway,Central and Eastern Pacific Flyway,Southern Ocean Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Spectacled Petrel,Procellaria conspicillata,Pelagic,VU,0,NA,TRUE,TRUE,1,1,2,0,0,0,0,0,0,2,1,1,0,1,0,Atlantic Flyway,Increasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Westland Petrel,Procellaria westlandica,Pelagic,EN,0,NA,TRUE,TRUE,0,0,2,1,1,1,1,1,1,1,1,2,0,1,0,Central and Eastern Pacific Flyway,Unknown
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Black Petrel,Procellaria parkinsoni,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,1,2,2,2,0,0,0,2,1,0,1,0,Central and Eastern Pacific Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Wedge-tailed Shearwater,Ardenna pacifica,Pelagic,LC,0,NA,TRUE,TRUE,2,2,1,1,1,1,1,1,1,1,1,2,0,0,0,"Central and Eastern Pacific Flyway,East Indian Ocean Flyway,North Indian Ocean Flyway,Western Pacific Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Buller's Shearwater,Ardenna bulleri,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,1,2,0,0,0,2,1,1,1,0,0,0,"Central and Eastern Pacific Flyway,Western Pacific Flyway",Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Short-tailed Shearwater,Ardenna tenuirostris,Pelagic,LC,1,n,TRUE,TRUE,1,1,1,2,0,0,0,0,2,1,1,1,0,0,0,"Central and Eastern Pacific Flyway,Western Pacific Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Sooty Shearwater,Ardenna grisea,Pelagic,NT,1,n,TRUE,TRUE,1,1,1,2,0,0,0,0,2,1,1,1,0,0,0,"Atlantic Flyway,Central and Eastern Pacific Flyway,Western Pacific Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Great Shearwater,Ardenna gravis,Pelagic,LC,1,n,TRUE,TRUE,1,1,1,1,2,0,0,0,2,1,1,1,0,0,0,Atlantic Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Flesh-footed Shearwater,Ardenna carneipes,Pelagic,NT,0,NA,TRUE,TRUE,1,1,1,2,2,0,0,0,2,2,1,1,0,0,0,"Central and Eastern Pacific Flyway,East Indian Ocean Flyway,North Indian Ocean Flyway,Western Pacific Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Pink-footed Shearwater,Ardenna creatopus,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,1,2,0,0,0,0,2,1,1,0,0,0,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Streaked Shearwater,Calonectris leucomelas,Pelagic,NT,0,NA,TRUE,TRUE,0,0,2,1,1,1,1,1,1,1,2,0,0,1,0,Western Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Scopoli's Shearwater,Calonectris diomedea,Pelagic,LC,0,NA,TRUE,TRUE,0,2,1,1,1,1,1,1,1,2,0,0,1,1,0,Atlantic Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Cory's Shearwater,Calonectris borealis,Pelagic,LC,0,NA,TRUE,TRUE,0,2,1,1,1,1,1,1,1,1,2,0,0,0,0,Atlantic Flyway,Unknown
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Cape Verde Shearwater,Calonectris edwardsii,Pelagic,NT,0,NA,TRUE,TRUE,0,0,2,1,1,1,1,1,1,1,2,0,0,1,0,Atlantic Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Christmas Shearwater,Puffinus nativitatis,Pelagic,LC,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,Central and Eastern Pacific Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Galapagos Shearwater,Puffinus subalaris,Pelagic,LC,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Fluttering Shearwater,Puffinus gavia,Pelagic,LC,0,NA,TRUE,TRUE,1,2,0,0,0,0,0,2,1,1,1,1,0,1,0,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Hutton's Shearwater,Puffinus huttoni,Pelagic,EN,0,NA,TRUE,TRUE,2,2,2,2,0,0,0,2,2,2,2,2,0,1,0,Western Pacific Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Black-vented Shearwater,Puffinus opisthomelas,Pelagic,NT,0,NA,TRUE,TRUE,1,1,1,1,1,1,1,1,2,0,0,2,0,1,0,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Bryan's Shearwater,Puffinus bryani,Pelagic,CR,0,NA,TRUE,TRUE,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,"Central and Eastern Pacific Flyway,Western Pacific Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Rapa Shearwater,Puffinus myrtae,Pelagic,CR,0,NA,TRUE,TRUE,0,0,0,2,2,1,1,1,1,2,2,0,0,0,0,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Newell's Shearwater,Puffinus newelli,Pelagic,CR,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Townsend's Shearwater,Puffinus auricularis,Pelagic,CR,0,NA,TRUE,TRUE,0,2,1,1,1,1,1,2,0,0,0,0,0,0,0,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Tropical Shearwater,Puffinus bailloni,Pelagic,LC,0,NA,TRUE,TRUE,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,"Central and Eastern Pacific Flyway,North Indian Ocean Flyway,Western Pacific Flyway",Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Persian Shearwater,Puffinus persicus,Pelagic,LC,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,0,2,1,1,1,0,0,0,North Indian Ocean Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Bannerman's Shearwater,Puffinus bannermani,Pelagic,EN,0,NA,TRUE,TRUE,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Western Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Manx Shearwater,Puffinus puffinus,Pelagic,LC,1,n,TRUE,TRUE,0,2,1,1,1,1,1,1,1,2,0,0,1,1,0,Atlantic Flyway,Unknown
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Yelkouan Shearwater,Puffinus yelkouan,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,1,1,1,2,0,0,0,2,1,1,1,0,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Balearic Shearwater,Puffinus mauretanicus,Pelagic,CR,0,NA,TRUE,TRUE,1,1,1,1,1,2,0,0,2,1,1,1,0,1,0,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Subantarctic Shearwater,Puffinus elegans,Pelagic,LC,0,NA,TRUE,TRUE,2,1,1,1,1,1,1,1,1,1,2,2,0,0,0,Southern Ocean Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Little Shearwater,Puffinus assimilis,Pelagic,LC,0,NA,TRUE,TRUE,2,0,0,2,1,1,1,1,1,1,1,1,0,1,0,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Audubon's Shearwater,Puffinus lherminieri,Pelagic,LC,0,NA,TRUE,TRUE,1,1,2,0,2,1,1,1,1,2,0,0,0,1,0,Atlantic Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Heinroth's Shearwater,Puffinus heinrothi,Pelagic,VU,0,NA,TRUE,TRUE,2,1,2,0,0,0,0,2,2,0,0,0,0,0,0,Western Pacific Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Fiji Petrel,Pseudobulweria macgillivrayi,Pelagic,CR,0,NA,TRUE,TRUE,0,0,0,2,1,1,1,1,1,1,1,2,0,0,0,"Central and Eastern Pacific Flyway,Western Pacific Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Mascarene Petrel,Pseudobulweria aterrima,Pelagic,CR,0,NA,TRUE,TRUE,1,1,1,0,0,0,2,2,2,1,1,2,0,1,0,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Beck's Petrel,Pseudobulweria becki,Pelagic,CR,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,Western Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Tahiti Petrel,Pseudobulweria rostrata,Pelagic,NT,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,"Central and Eastern Pacific Flyway,Western Pacific Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Bulwer's Petrel,Bulweria bulwerii,Pelagic,LC,0,NA,TRUE,TRUE,0,0,0,0,2,1,1,1,2,0,0,0,0,1,0,"Atlantic Flyway,Central and Eastern Pacific Flyway,East Indian Ocean Flyway,North Indian Ocean Flyway,Western Pacific Flyway",Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Jouanin's Petrel,Bulweria fallax,Pelagic,NT,0,NA,TRUE,TRUE,0,0,0,0,0,0,2,1,1,1,1,2,0,0,0,North Indian Ocean Flyway,Unknown
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Small Saint Helena Petrel,Bulweria bifax,Pelagic,EX,0,NA,FALSE,FALSE,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Whenua Hou Diving-petrel,Pelecanoides whenuahouensis,Pelagic,CR,0,NA,TRUE,TRUE,2,0,0,0,0,0,0,0,2,1,1,1,0,0,0,,NA
